category_name,product_url,image_link,overview,length,width,features,edge_style,color,shape,material
Satin / Brushed / Matte Flatware,https://www.webstaurantstore.com/walco-s2515-frosted-vogue-5-9-16-18-10-stainless-steel-extra-heavy-weight-cocktail-fork-case/935S2515.html,https://cdnimg.webstaurantstore.com/images/products/large/389318/1411684.jpg,"Great for use when serving small appetizers like cheese cubes, olives, and oysters | Sleek, modern design | Straight, slender handle | Made of durable 18/10 stainless steel | Frost finish helps to hide fingerprints | Completes table settings at restaurants, bistros, and catered events | Created from the finest raw materials | Part of the Hallmark Collection",5 9/16 Inches,,Dishwasher Safe,,Silver,,Stainless Steel
Satin / Brushed / Matte Flatware,https://www.webstaurantstore.com/walco-s2506-frosted-vogue-7-18-10-stainless-steel-extra-heavy-weight-salad-fork-case/935S2506.html,https://cdnimg.webstaurantstore.com/images/products/large/389246/1411595.jpg,"Great for use when serving side salads and freshly-cut fruits | Sleek, modern design | Straight, slender handle | Made of durable 18/10 stainless steel | Frost finish helps to hide fingerprints | Completes table settings at restaurants, bistros, and catered events | Created from the finest raw materials | Part of the Hallmark Collection",7 Inches,,Dishwasher Safe,,Silver,,Stainless Steel
Satin / Brushed / Matte Flatware,https://www.webstaurantstore.com/walco-8145-napa-8-3-4-18-10-stainless-steel-extra-heavy-weight-dinner-knife-case/9358145.html,https://cdnimg.webstaurantstore.com/images/products/large/389430/1411304.jpg,"Great for use when serving main entrees | Teardrop handle with a simple, rimmed design | Sophisticated, timeless appearance | Made of durable 18/10 stainless steel | Brushed satin finish helps to hide fingerprints for a professional look every time | Completes table settings at restaurants, bistros, and catered events | Created from the finest raw materials | Has met strict specifications and standards for a high-quality final product",8 3/4 Inches,,Dishwasher Safe,Serrated,Silver,,"Stainless Steel, Stainless Steel, Stainless Steel"
Satin / Brushed / Matte Flatware,https://www.webstaurantstore.com/walco-8305-baypoint-7-3-8-18-0-stainless-steel-heavy-weight-dinner-fork-case/9358305.html,https://cdnimg.webstaurantstore.com/images/products/large/505028/1879316.jpg,"Great for use when serving main entrees | Offers a modern look paired with sleek lines and thick, forged handles | Boasts a durable 18/0 heavy weight stainless steel construction with 18% chrome makeup | Brushed finish lends a professional appearance and helps to hide fingerprints | Completes table settings at restaurants, bistros, and catered events",7 3/8 Inches,,Dishwasher Safe,,Silver,,Stainless Steel
Satin / Brushed / Matte Flatware,https://www.webstaurantstore.com/walco-2045-modernaire-8-13-16-18-10-stainless-steel-extra-heavy-weight-dinner-knife-case/9352045.html,https://cdnimg.webstaurantstore.com/images/products/large/389428/1411947.jpg,"Great for use when serving main entrees | Sophisticated, contemporary design | Raised handle centers and concave handle ends | Brushed finish offers a rich, pewter look that glows like silver in low light settings | Completes table settings at restaurants, bistros, and catered events | Created from the finest raw materials | Has met strict specifications and standards for a high-quality final product | Part of the Hallmark Collection",8 13/16 Inches,,Dishwasher Safe,Serrated,Silver,,"Stainless Steel, Stainless Steel"
Satin / Brushed / Matte Flatware,https://www.webstaurantstore.com/walco-s25051-frosted-vogue-8-1-4-18-10-stainless-steel-extra-heavy-weight-european-table-fork-case/935S25051.html,https://cdnimg.webstaurantstore.com/images/products/large/389239/2909062.jpg,"Great for use when serving main entrees | Sleek, modern design | Straight, slender handle | Made of durable 18/10 stainless steel | Frost finish helps to hide fingerprints | Completes table settings at restaurants, bistros, and catered events | Created from the finest raw materials | Part of the Hallmark Collection",8 1/4 Inches,,Dishwasher Safe,,Silver,,Stainless Steel
Satin / Brushed / Matte Flatware,https://www.webstaurantstore.com/walco-2006-modernaire-7-18-10-stainless-steel-extra-heavy-weight-salad-fork-case/9352006.html,https://cdnimg.webstaurantstore.com/images/products/large/389306/1411936.jpg,"Great for use when serving side salads and freshly-cut fruits | Sophisticated, contemporary design | Raised handle centers and concave handle ends | Brushed finish offers a rich, pewter look that glows like silver in low light settings | Completes table settings at restaurants, bistros, and catered events | Created from the finest raw materials | Has met strict specifications and standards for a high-quality final product | Part of the Hallmark Collection",7 Inches,,Dishwasher Safe,,Silver,,Stainless Steel
Satin / Brushed / Matte Flatware,https://www.webstaurantstore.com/walco-s25451-frosted-vogue-9-3-4-18-10-stainless-steel-extra-heavy-weight-european-table-knife-case/935S25451.html,https://cdnimg.webstaurantstore.com/images/products/large/389403/1412208.jpg,"Great for use when serving main entrees | Sleek, modern design | Straight, slender handle | Made of durable 18/10 stainless steel | Frost finish helps to hide fingerprints | Completes table settings at restaurants, bistros, and catered events | Created from the finest raw materials | Part of the Hallmark Collection",9 3/4 Inches,,Dishwasher Safe,Serrated,Silver,,"Stainless Steel, Stainless Steel"
Satin / Brushed / Matte Flatware,https://www.webstaurantstore.com/walco-83451-baypoint-9-1-2-18-0-stainless-steel-heavy-weight-european-table-knife-case/93583451.html,https://cdnimg.webstaurantstore.com/images/products/large/504934/1879326.jpg,"Great for use when serving main entrees | Offers a modern look paired with sleek lines and thick, forged handles | Boasts a durable 18/0 heavy weight stainless steel construction with 18% chrome makeup | Brushed finish lends a professional appearance and helps to hide fingerprints | Completes table settings at restaurants, bistros, and catered events",9 1/2 Inches,,Dishwasher Safe,Serrated,Silver,,"Stainless Steel, Stainless Steel"
Satin / Brushed / Matte Flatware,https://www.webstaurantstore.com/walco-2945-monterey-8-3-4-18-0-stainless-steel-medium-weight-1-piece-knife-case/9352945.html,https://cdnimg.webstaurantstore.com/images/products/large/504356/1877823.jpg,"Durable 18/0 stainless steel construction | Traditional, clean style completes any table setting | Rich, polished finish is easy to clean and maintain | Completes table settings at restaurants, bistros, and catered events | Perfect for use when serving vegetables and tender meats",8 3/4 Inches,,Dishwasher Safe,Smooth,Silver,,"Stainless Steel, Stainless Steel, Stainless Steel"
Satin / Brushed / Matte Flatware,https://www.webstaurantstore.com/walco-2005-modernaire-7-5-8-18-10-stainless-steel-extra-heavy-weight-dinner-fork-case/9352005.html,https://cdnimg.webstaurantstore.com/images/products/large/389273/1412046.jpg,"Great for use when serving main entrees | Sophisticated, contemporary design | Raised handle centers and concave handle ends | Brushed finish offers a rich, pewter look that glows like silver in low light settings | Completes table settings at restaurants, bistros, and catered events | Created from the finest raw materials | Has met strict specifications and standards for a high-quality final product | Part of the Hallmark Collection",7 5/8 Inches,,Dishwasher Safe,,Silver,,Stainless Steel
Satin / Brushed / Matte Flatware,https://www.webstaurantstore.com/walco-83051-baypoint-8-18-0-stainless-steel-heavy-weight-european-table-fork-case/93583051.html,https://cdnimg.webstaurantstore.com/images/products/large/505052/1879317.jpg,"Great for use when serving main entrees | Offers a modern look paired with sleek lines and thick, forged handles | Boasts a durable 18/0 heavy weight stainless steel construction with 18% chrome makeup | Brushed finish lends a professional appearance and helps to hide fingerprints | Completes table settings at restaurants, bistros, and catered events",8 Inches,,Dishwasher Safe,,Silver,,Stainless Steel
Satin / Brushed / Matte Flatware,https://www.webstaurantstore.com/walco-s2505-frosted-vogue-7-5-8-18-10-stainless-steel-extra-heavy-weight-dinner-fork-case/935S2505.html,https://cdnimg.webstaurantstore.com/images/products/large/389340/1412204.jpg,"Great for use when serving main entrees | Sleek, modern design | Straight, slender handle | Made of durable 18/10 stainless steel | Frost finish helps to hide fingerprints | Completes table settings at restaurants, bistros, and catered events | Created from the finest raw materials | Part of the Hallmark Collection",7 5/8 Inches,,Dishwasher Safe,,Silver,,Stainless Steel
Satin / Brushed / Matte Flatware,https://www.webstaurantstore.com/walco-20051-modernaire-8-1-4-18-10-stainless-steel-extra-heavy-weight-european-table-fork-case/93520051.html,https://cdnimg.webstaurantstore.com/images/products/large/389242/1412054.jpg,"Great for use when serving main entrees | Sophisticated, contemporary design | Raised handle centers and concave handle ends | Brushed finish offers a rich, pewter look that glows like silver in low light settings | Completes table settings at restaurants, bistros, and catered events | Created from the finest raw materials | Has met strict specifications and standards for a high-quality final product | Part of the Hallmark Collection",8 1/4 Inches,,Dishwasher Safe,,Silver,,Stainless Steel
Satin / Brushed / Matte Flatware,https://www.webstaurantstore.com/walco-3305-streamline-7-3-8-18-0-stainless-steel-heavy-weight-dinner-fork-case/9353305.html,https://cdnimg.webstaurantstore.com/images/products/large/500499/1866444.jpg,"18/0 stainless steel construction is ideal for casual dining | Brushed design with sleek, seamless lines | Simple style with a gently curved handle | Perfect for use serving main entrees | Completes table settings at restaurants, bistros, and catered events",7 3/8 Inches,,Dishwasher Safe,,Silver,,"Stainless Steel, Stainless Steel"
Satin / Brushed / Matte Flatware,https://www.webstaurantstore.com/walco-2905-monterey-7-5-8-18-0-stainless-steel-medium-weight-dinner-fork-case/9352905.html,https://cdnimg.webstaurantstore.com/images/products/large/504411/1877817.jpg,"Durable 18/0 stainless steel construction | Traditional, clean style completes any table setting | Rich, polished finish is easy to clean and maintain | Completes table settings at restaurants, bistros, and catered events | Perfect for use when serving main entrees",7 5/8 Inches,,Dishwasher Safe,,Silver,,"Stainless Steel, Stainless Steel"
Serving Utensils,https://www.webstaurantstore.com/walco-ul125-ultra-13-1-4-18-10-stainless-steel-extra-heavy-weight-long-handle-spoon/935UL125.html,https://cdnimg.webstaurantstore.com/images/products/large/436326/1642318.jpg,"Perfect for dishing out vegetables and sides | Classic rim design with sophisticated, upscale look | Sophisticated, upscale look | Made of durable 18/10 stainless steel | Meets strict specifications and standards for a high-quality final product",13 1/8 Inches,,Dishwasher Safe,,Silver,,"Stainless Steel, Stainless Steel, Stainless Steel"
Serving Utensils,https://www.webstaurantstore.com/walco-ul029-ultra-13-1-4-18-10-stainless-steel-extra-heavy-weight-2-oz-punch-ladle/935UL029.html,https://cdnimg.webstaurantstore.com/images/products/large/436342/1642319.jpg,"Perfect for serving delicious punches, teas, or spritzers | Classic rim design with sophisticated, upscale look | Sophisticated, upscale look | Made of durable 18/10 stainless steel | Meets strict specifications and standards for a high-quality final product",13 1/8 Inches,,"Dishwasher Safe, Notched Handles",,Silver,Round,"Stainless Steel, Stainless Steel, Stainless Steel"
